generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
19,-1,-89.6183594185679,6.62494904357998,4,-89.3894467306026,-94.5342730082524,-84.47353314091811
19,0,-109.14754390330707,10.60462207334218,6,-110.68481088339274,-115.95258546739512,-103.3398611002905
20,-3,-85.3954753311504,0.0,1,-85.3954753311504,-85.3954753311504,-85.3954753311504
20,-2,-101.37257495650488,0.0,1,-101.37257495650488,-101.37257495650488,-101.37257495650488
20,-1,-89.6183594185679,6.62494904357998,4,-89.3894467306026,-94.5342730082524,-84.47353314091811
20,0,-108.33631845944258,9.610669769821943,6,-110.36968083908992,-115.79502044524371,-103.3398611002905
21,-3,-85.3954753311504,0.0,1,-85.3954753311504,-85.3954753311504,-85.3954753311504
21,-2,-91.49995595284256,0.0,1,-91.49995595284256,-91.49995595284256,-91.49995595284256
21,-1,-89.34927162433303,6.4481714613542795,4,-88.91177525726218,-93.88901789320633,-84.37202898838888
21,0,-108.24169335872335,9.794092269409282,6,-110.36968083908992,-115.79502044524371,-103.3398611002905
22,-3,-85.37211836276703,0.0,1,-85.37211836276703,-85.37211836276703,-85.37211836276703
22,-2,-91.49995595284256,0.0,1,-91.49995595284256,-91.49995595284256,-91.49995595284256
22,-1,-89.42978846709454,5.359104221394137,5,-90.59705208568609,-93.01709055106706,-84.80645996345729
22,0,-106.22451218549986,10.301840378858355,6,-106.00874444554995,-115.03562332118018,-99.51103539867015
23,-3,-85.25300605849262,0.0,1,-85.25300605849262,-85.25300605849262,-85.25300605849262
23,-2,-91.49995595284256,0.0,1,-91.49995595284256,-91.49995595284256,-91.49995595284256
23,-1,-88.79377405965597,4.56577946480979,5,-90.59705208568609,-92.44656882932347,-84.80645996345729
23,0,-104.59589731086906,10.564071153663487,6,-101.7470308622089,-112.99064611219723,-99.42515581598258
24,-3,-85.25300605849262,0.0,1,-85.25300605849262,-85.25300605849262,-85.25300605849262
24,-2,-91.49995595284256,0.0,1,-91.49995595284256,-91.49995595284256,-91.49995595284256
24,-1,-87.79529515461051,5.219821635010115,4,-88.01109542245987,-91.74124626239517,-84.06514431467522
24,0,-103.44190174948157,11.55563913723883,6,-100.38403105845782,-112.97030551456601,-97.34336508639801
25,-3,-85.25300605849262,0.0,1,-85.25300605849262,-85.25300605849262,-85.25300605849262
25,-2,-90.31058712181152,0.0,1,-90.31058712181152,-90.31058712181152,-90.31058712181152
25,-1,-87.61070098243313,4.4287325955254175,5,-87.37725049213898,-90.80005103256832,-84.717213613936
25,0,-103.3209304210634,11.57956947038114,6,-100.02111707320327,-112.78884852193872,-97.34336508639801
26,-3,-85.24859512148923,0.0,1,-85.24859512148923,-85.24859512148923,-85.24859512148923
26,-2,-84.68303425292123,7.958561590156254,2,-84.68303425292123,-87.49681068736638,-81.8692578184761
26,-1,-87.28809310231688,4.956947965502947,5,-87.37725049213898,-90.80005103256832,-84.717213613936
26,0,-103.26622438173017,11.617171498246611,6,-100.02111707320327,-112.78884852193872,-97.09718790939844
27,-3,-84.38340676104949,0.0,1,-84.38340676104949,-84.38340676104949,-84.38340676104949
27,-2,-84.21665491842445,5.913992078947766,3,-83.83863899147164,-87.07461305664158,-81.16968881673093
27,-1,-86.93479303536283,4.702295021135745,5,-87.37725049213898,-89.42894956850927,-84.53639450918484
27,0,-99.45633758783849,9.452812452061403,6,-97.7083367662178,-100.56635836987664,-95.31074075052334
28,-3,-84.38340676104949,0.0,1,-84.38340676104949,-84.38340676104949,-84.38340676104949
28,-2,-84.21665491842445,5.913992078947766,3,-83.83863899147164,-87.07461305664158,-81.16968881673093
28,-1,-86.51064722601298,4.74923636079082,5,-87.37725049213898,-89.42894956850927,-83.02719096982356
28,0,-99.04229986767291,9.480188352486282,6,-97.66199669517583,-98.9629702294013,-95.28757071500235
29,-3,-84.38340676104949,0.0,1,-84.38340676104949,-84.38340676104949,-84.38340676104949
29,-2,-85.80771431676686,5.782970537948999,4,-87.07461305664158,-90.37816346930717,-82.50416390410129
29,-1,-86.2248258106196,4.588682697792717,5,-87.37725049213898,-88.04687658729206,-83.02719096982356
29,0,-97.65292143042491,10.075541276687622,6,-95.58727177772222,-98.29420383583876,-91.77885905840252
30,-3,-84.38340676104949,0.0,1,-84.38340676104949,-84.38340676104949,-84.38340676104949
30,-2,-85.71444003316047,5.940961459878893,4,-87.07461305664158,-90.37816346930717,-82.41088962049488
30,-1,-85.86213614177646,4.961159207702779,5,-87.37725049213898,-88.04687658729206,-81.21374262560784
30,0,-97.52539045826965,10.12180358677181,6,-95.20467886125644,-98.29420383583876,-91.58756260016963
31,-3,-84.38340676104949,0.0,1,-84.38340676104949,-84.38340676104949,-84.38340676104949
31,-2,-85.71444003316047,5.940961459878893,4,-87.07461305664158,-90.37816346930717,-82.41088962049488
31,-1,-84.95813441775658,5.808774825485873,4,-84.63030960644994,-88.91238118448706,-80.67606283971946
31,0,-96.5696021109456,10.80985268998833,6,-95.20467886125644,-97.03539043336905,-90.79977100706611
32,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
32,-2,-85.71444003316047,5.940961459878893,4,-87.07461305664158,-90.37816346930717,-82.41088962049488
32,-1,-83.28940403491191,6.9306573630120045,3,-79.51724877770435,-85.40259431134069,-79.29013612987936
32,0,-95.4954560161164,11.152094473940616,6,-93.48495749103333,-95.7301238834314,-88.99110150049553
33,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
33,-2,-88.24337287502574,3.8170049370757564,3,-90.31058712181152,-90.44573981680281,-87.07461305664158
33,-1,-81.39142780793134,9.105254647977329,3,-79.51724877770435,-85.40259431134069,-76.4431717894085
33,0,-95.29356422684731,11.326426079088787,6,-93.48495749103333,-95.71176011014452,-88.10095222207148
34,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
34,-2,-87.76177699116822,3.5040897332681413,3,-88.8657994702389,-89.7233459910165,-86.35221923085527
34,-1,-81.39142780793134,9.105254647977329,3,-79.51724877770435,-85.40259431134069,-76.4431717894085
34,0,-94.22110372689185,11.557260955373648,6,-92.05046255030271,-93.28311236050757,-87.71812041464278
35,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
35,-2,-86.35221923085527,3.5547392646493385,2,-86.35221923085527,-87.60900935054708,-85.09542911116345
35,-1,-79.35987407151832,7.832950099428824,3,-79.51724877770435,-83.31509990160097,-75.48333559452868
35,0,-94.22048907248502,11.557310981650126,6,-92.05046255030271,-93.28034641567676,-87.71812041464278
36,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
36,-2,-86.09752028260097,3.9149379715927344,2,-86.09752028260097,-87.48165987641994,-84.713380688782
36,-1,-79.35987407151832,7.832950099428824,3,-79.51724877770435,-83.31509990160097,-75.48333559452868
36,0,-94.08796527784794,11.58302398767554,6,-91.65289116639146,-93.11275076147135,-87.68693037689256
37,-3,-83.6671034037663,0.0,1,-83.6671034037663,-83.6671034037663,-83.6671034037663
37,-2,-86.09752028260097,3.9149379715927344,2,-86.09752028260097,-87.48165987641994,-84.713380688782
37,-1,-79.35987407151832,7.832950099428824,3,-79.51724877770435,-83.31509990160097,-75.48333559452868
37,0,-93.87678414028873,11.63694182173236,6,-91.01934775371387,-92.86632457049784,-87.61658486152727
38,-3,-83.66516204329177,0.0,1,-83.66516204329177,-83.66516204329177,-83.66516204329177
38,-2,-85.24086995372465,2.7034514582844653,2,-85.24086995372465,-86.19668438310545,-84.28505552434385
38,-1,-79.35987407151832,7.832950099428824,3,-79.51724877770435,-83.31509990160097,-75.48333559452868
38,0,-93.55597131412753,11.903495163541551,6,-91.01934775371387,-92.86632457049784,-86.17292714380184
39,-3,-83.66516204329177,0.0,1,-83.66516204329177,-83.66516204329177,-83.66516204329177
39,-2,-85.24086995372465,2.7034514582844653,2,-85.24086995372465,-86.19668438310545,-84.28505552434385
39,-1,-79.35987407151832,7.832950099428824,3,-79.51724877770435,-83.31509990160097,-75.48333559452868
39,0,-93.27020265197035,11.633524594624948,6,-90.57715518145741,-92.7724626564989,-86.02217637303892
40,-3,-83.66516204329177,0.0,1,-83.66516204329177,-83.66516204329177,-83.66516204329177
40,-2,-87.15249881248626,0.0,1,-87.15249881248626,-87.15249881248626,-87.15249881248626
40,-1,-78.59962829950928,6.744851742458995,3,-79.51724877770435,-82.17796998613609,-75.48009685198
40,0,-89.76193849815661,10.160129539761954,6,-89.47168192451687,-90.78800697175436,-83.45815313138584
41,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
41,-1,-78.07563116142309,6.579267161900228,3,-78.18380324755852,-81.3919742790068,-74.81337408690709
41,0,-89.76193849815661,10.160129539761954,6,-89.47168192451687,-90.78800697175436,-83.45815313138584
42,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
42,-1,-78.07563116142309,6.579267161900228,3,-78.18380324755852,-81.3919742790068,-74.81337408690709
42,0,-89.76193849815661,10.160129539761954,6,-89.47168192451687,-90.78800697175436,-83.45815313138584
43,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
43,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
43,-1,-78.04366349120869,6.627662994003221,3,-78.18380324755852,-81.3919742790068,-74.76542258158548
43,0,-88.61821200008718,10.945429038661025,6,-89.47168192451687,-90.78800697175436,-83.45815313138584
44,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
44,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
44,-1,-77.86600643463599,6.729226773228381,3,-77.85617144883432,-81.2281583796447,-74.49893699672643
44,0,-88.61012016341333,10.943441458173442,6,-89.47168192451687,-90.75159370672192,-83.45815313138584
45,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
45,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
45,-1,-77.86600643463599,6.729226773228381,3,-77.85617144883432,-81.2281583796447,-74.49893699672643
45,0,-86.80546829142442,11.384487884893097,6,-84.95858687564994,-90.08393105539469,-80.51797740762999
46,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
46,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
46,-1,-77.86600643463599,6.729226773228381,3,-77.85617144883432,-81.2281583796447,-74.49893699672643
46,0,-86.70984924258816,11.347179348311428,6,-84.95858687564994,-89.65364533563147,-80.51797740762999
47,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
47,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
47,-1,-77.62366910916803,7.09558486416026,3,-77.85617144883432,-81.2281583796447,-74.1354310085245
47,0,-86.70984924258816,11.347179348311428,6,-84.95858687564994,-89.65364533563147,-80.51797740762999
48,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
48,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
48,-1,-76.68285640435532,6.305762484204991,3,-76.60832384294126,-79.81693932242564,-73.51150720557798
48,0,-86.45842939681573,10.826542864205086,6,-84.95858687564994,-89.65364533563147,-80.51797740762999
49,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
49,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
49,-1,-76.68285640435532,6.305762484204991,3,-76.60832384294126,-79.81693932242564,-73.51150720557798
49,0,-85.9405158480255,10.568879067884042,6,-83.79817803730487,-89.07344091645894,-80.51797740762999
50,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
50,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
50,-1,-76.1748069182696,5.556056997936557,3,-76.60832384294126,-79.05486509329705,-73.51150720557798
50,0,-85.48617730970658,10.408256218445722,6,-83.79817803730487,-87.02891749402377,-80.51797740762999
51,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
51,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
51,-1,-75.9609278075895,5.890917405070843,3,-76.60832384294126,-79.05486509329705,-73.19068853955784
51,0,-85.44647998217665,10.40729885475493,6,-83.6790860547151,-86.9693715027289,-80.51797740762999
52,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
52,-2,-83.54332974189947,0.0,1,-83.54332974189947,-83.54332974189947,-83.54332974189947
52,-1,-75.9609278075895,5.890917405070843,3,-76.60832384294126,-79.05486509329705,-73.19068853955784
52,0,-85.44647998217665,10.40729885475493,6,-83.6790860547151,-86.9693715027289,-80.51797740762999
53,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
53,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
53,-1,-75.71225860281623,5.854999284721667,3,-75.88447029921183,-78.68186128613715,-72.82876176769312
53,0,-85.00062259001515,10.649162115108822,6,-82.82322512767348,-86.9693715027289,-79.36748006994485
54,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
54,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
54,-1,-75.28135471623067,5.892580389287529,3,-74.613877313439,-78.04656479325072,-72.18240593781478
54,0,-84.76950864871522,10.815881219155624,6,-82.82322512767348,-86.9693715027289,-78.3274673340951
55,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
55,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
55,-1,-75.28135471623067,5.892580389287529,3,-74.613877313439,-78.04656479325072,-72.18240593781478
55,0,-84.61802984173802,10.777289802653216,6,-82.82322512767348,-86.28771687133151,-78.3274673340951
56,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
56,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
56,-1,-75.28135471623067,5.892580389287529,3,-74.613877313439,-78.04656479325072,-72.18240593781478
56,0,-84.6077616773129,10.775131257343078,6,-82.82322512767348,-86.2415101314185,-78.3274673340951
57,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
57,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
57,-1,-75.11757750652016,5.635401446542159,3,-74.613877313439,-77.80089897868498,-72.18240593781478
57,0,-83.70773835231583,11.994709382010157,6,-82.82322512767348,-86.2415101314185,-78.12532111971858
58,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
58,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
58,-1,-74.44432512795551,4.647522668062563,3,-74.613877313439,-76.80931440960407,-72.1641119390487
58,0,-83.56084756036654,11.969095963197635,6,-82.76424442946634,-85.67246177625098,-78.09583077061501
59,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
59,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
59,-1,-74.3816887710398,4.743420998210192,3,-74.613877313439,-76.80931440960407,-72.07015740367514
59,0,-83.56084756036654,11.969095963197635,6,-82.76424442946634,-85.67246177625098,-78.09583077061501
60,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
60,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
60,-1,-74.25719492170771,6.71405890931339,2,-74.25719492170771,-76.63097321373843,-71.88341662967697
60,0,-82.09914007939322,12.752662973666968,6,-80.11828951799038,-85.67246177625098,-74.29849789651384
61,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
61,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
61,-1,-74.24510226484203,6.731160508657937,2,-74.24510226484203,-76.6249268853056,-71.86527764437847
61,0,-81.61214330205657,12.90083225264461,6,-79.7635486219805,-85.06409996534877,-73.07011510541099
62,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
62,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
62,-1,-72.19752092127291,9.626877814795526,2,-72.19752092127291,-75.60113621352103,-68.79390562902478
62,0,-81.61214330205657,12.90083225264461,6,-79.7635486219805,-85.06409996534877,-73.07011510541099
63,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
63,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
63,-1,-72.19752092127291,9.626877814795526,2,-72.19752092127291,-75.60113621352103,-68.79390562902478
63,0,-81.54176163821698,12.782374782008667,6,-79.74513916890062,-85.03441211002016,-73.06091037887104
64,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
64,-1,-72.19752092127291,9.626877814795526,2,-72.19752092127291,-75.60113621352103,-68.79390562902478
64,0,-81.2470846650322,12.695666145639741,6,-79.27019448593299,-84.18331041365627,-73.06091037887104
65,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
65,-1,-76.19505167439081,9.709744826558081,3,-79.00475150576915,-81.5974323431979,-72.19752092127291
65,0,-80.86392073049547,12.934639146367289,6,-79.00669685461935,-84.05156159799945,-71.73191912042614
66,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
66,-1,-71.7986628353595,9.062807300234608,2,-71.7986628353595,-75.00284908465092,-68.59447658606808
66,0,-80.25329988340214,12.986286641352953,6,-77.62918411823532,-83.02970156688339,-71.38349807600625
67,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
67,-1,-71.7986628353595,9.062807300234608,2,-71.7986628353595,-75.00284908465092,-68.59447658606808
67,0,-80.25329988340214,12.986286641352953,6,-77.62918411823532,-83.02970156688339,-71.38349807600625
68,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
68,-1,-71.19438111157372,9.917390709506659,2,-71.19438111157372,-74.70070822275804,-67.6880540003894
68,0,-79.7180822758149,12.60601952782668,6,-76.81991488572825,-83.02970156688339,-70.97886345975272
69,-2,-80.98172196066511,0.0,1,-80.98172196066511,-80.98172196066511,-80.98172196066511
69,-1,-70.00617154920765,8.237008631467164,2,-70.00617154920765,-72.91839387920894,-67.09394921920637
69,0,-79.71417392256281,12.605170920096896,6,-76.808189825972,-83.02383903700527,-70.97886345975272
70,-2,-79.8159318988767,0.0,1,-79.8159318988767,-79.8159318988767,-79.8159318988767
70,-1,-73.53575501602063,8.443816314027144,3,-75.8306162092102,-78.2127690794284,-70.00617154920765
70,0,-79.36368054082651,12.900648519898192,6,-76.37334268188083,-83.02383903700527,-69.83649038603049
71,-2,-79.8159318988767,0.0,1,-79.8159318988767,-79.8159318988767,-79.8159318988767
71,-1,-73.53575501602063,8.443816314027144,3,-75.8306162092102,-78.2127690794284,-70.00617154920765
71,0,-79.18620034651362,12.841698103518135,6,-76.37334268188083,-82.2251781625973,-69.83649038603049
72,-1,-72.65360578904485,7.41288606146212,3,-75.8306162092102,-76.88954523896473,-70.00617154920765
72,0,-79.13395017816839,12.883402463162898,6,-76.21659217684515,-82.2251781625973,-69.75811513351266
73,-1,-72.621315058322,7.392309779097971,3,-75.73374401704166,-76.84110914288046,-69.95773545312338
73,0,-79.13395017816839,12.883402463162898,6,-76.21659217684515,-82.2251781625973,-69.75811513351266
74,-1,-71.64354696735563,6.955906412939746,3,-72.80043974414255,-75.3744570064309,-68.49108331667382
