generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
9,-1,-138.094339587226,17.945812305705484,8,-134.69177457046766,-147.71599602834837,-127.9985076108841
9,0,-160.39171899208472,26.666660330333634,10,-148.3445462030435,-166.75054927520716,-146.545573097416
10,-3,-139.86198615202284,2.9988258582859095,2,-139.86198615202284,-140.9222312020186,-138.80174110202705
10,-2,-124.57229025347897,15.805982858607916,5,-117.90214489488278,-128.7394933556111,-117.23289181524807
10,-1,-136.3016734130184,18.06734440578481,7,-128.44852196287167,-148.74826749919112,-126.84882800874347
10,0,-156.84638710323358,29.286272004953613,10,-145.42295630575092,-166.2314983166417,-141.52558183861038
11,-3,-134.64928525614462,10.370698161831248,2,-134.64928525614462,-138.31588075407947,-130.98268975820974
11,-2,-124.7977848295635,14.148086871529555,6,-121.91370130243448,-128.03593444420488,-117.40020508515674
11,-1,-133.92656751578673,17.919846897155445,7,-127.03021782277946,-145.5773975309339,-122.64521337740874
11,0,-154.7598796960789,30.189702622889456,10,-144.97174739546494,-162.872993900027,-133.88777061357342
12,-3,-141.98247625201435,0.0,1,-141.98247625201435,-141.98247625201435,-141.98247625201435
12,-2,-124.62773993100183,14.09727675496146,6,-121.91370130243448,-127.27073240067736,-117.40020508515674
12,-1,-132.73590103729907,16.915896272903268,8,-125.71572675533247,-143.25621235449879,-122.78450994587776
12,0,-154.05011203154663,30.406006317416484,10,-141.90563401037355,-162.3174547867618,-133.88777061357342
13,-3,-126.84173887299711,21.41223614573545,2,-126.84173887299711,-134.41210756250572,-119.2713701834885
13,-2,-123.95297953016131,14.57892244427179,6,-121.57907476261713,-127.27073240067736,-114.77061753704372
13,-1,-131.06305576113326,16.40056051269406,7,-126.14739243009058,-135.3585840105261,-123.28314845287383
13,0,-146.43210349105928,26.302302951758033,10,-141.38027485703736,-156.29586665494122,-130.26629758968662
14,-3,-126.84173887299711,21.41223614573545,2,-126.84173887299711,-134.41210756250572,-119.2713701834885
14,-2,-122.852579529562,16.10830819598055,5,-118.36262377572021,-127.7192239642411,-113.94985944430894
14,-1,-119.03167320921466,6.891759554208993,6,-118.92776966842547,-122.20498691955598,-113.4737127473973
14,0,-144.80709476446606,25.33547643575873,10,-141.01687938941456,-150.78401288476886,-130.26629758968662
15,-3,-126.84173887299711,21.41223614573545,2,-126.84173887299711,-134.41210756250572,-119.2713701834885
15,-2,-121.50154762421556,18.074865792755276,4,-116.15624161001458,-125.65595374187173,-112.0018354923584
15,-1,-118.38267960050393,5.768773049270107,6,-118.92776966842547,-122.20498691955598,-113.4737127473973
15,0,-142.64256781439016,22.99183824190489,10,-137.22961144050396,-149.62158679306373,-130.26629758968662
16,-3,-111.6965449352461,0.0,1,-111.6965449352461,-111.6965449352461,-111.6965449352461
16,-2,-112.82341561884532,6.179911773106799,3,-113.94985944430894,-116.15624161001458,-110.05381154040786
16,-1,-121.4185709303042,10.295521491089955,7,-120.98849422304464,-123.26286670920489,-114.50690966882408
16,0,-141.71170789014326,23.289598137173964,10,-135.2192182313389,-148.83166460550774,-129.52796409516867
17,-3,-111.97851295404766,3.6065342922445134,2,-111.97851295404766,-113.25361538136161,-110.7034105267337
17,-2,-111.84752270898679,5.015329264587128,4,-111.43485171186006,-113.45731106895448,-109.82506335189238
17,-1,-120.59553255939088,10.563434652733426,7,-118.10977390945503,-123.04105203275722,-113.2874502038699
17,0,-139.63802859885817,22.38324711402668,10,-131.12577370046148,-147.87676204921829,-128.89436412900886
18,-3,-111.97851295404766,3.6065342922445134,2,-111.97851295404766,-113.25361538136161,-110.7034105267337
18,-2,-111.84752270898679,5.015329264587128,4,-111.43485171186006,-113.45731106895448,-109.82506335189238
18,-1,-114.21945225515822,2.819642824605472,6,-113.2874502038699,-116.41918720715705,-112.06275721508314
18,0,-137.95519823944866,21.782058104004737,10,-131.0821896769164,-137.55186945542937,-128.8564517357839
19,-3,-111.22200501015789,2.6182567336005547,2,-111.22200501015789,-112.14769855576603,-110.29631146454973
19,-2,-111.84752270898679,5.015329264587128,4,-111.43485171186006,-113.45731106895448,-109.82506335189238
19,-1,-115.39149573829594,4.584144452709635,7,-114.41829954398241,-117.59796183550182,-111.77294472610296
19,0,-135.74184776922348,21.000310199692233,10,-129.04590544290562,-134.5434473393385,-126.35557311065274
20,-3,-110.55517038715209,2.1830385177206963,3,-109.39392023904877,-111.23365617021148,-109.29605953004105
20,-2,-111.71722358233188,4.791416680309579,4,-111.43485171186006,-113.32701194229958,-109.82506335189238
20,-1,-114.64569708951105,3.2412313983436274,7,-114.41829954398241,-117.59796183550182,-111.77294472610296
20,0,-134.77699404223264,20.88140573833897,10,-127.99221163540409,-131.8338930754432,-126.35557311065274
21,-3,-110.55517038715209,2.1830385177206963,3,-109.39392023904877,-111.23365617021148,-109.29605953004105
21,-2,-109.67582235340898,3.071253301477329,3,-111.04749659035424,-111.43485171186006,-108.60263011343051
21,-1,-112.9491779744616,3.9502618642121075,7,-112.03147599885838,-115.7522246527655,-111.21351128597205
21,0,-123.44503560227773,6.114922414977196,10,-124.41215840462075,-127.42372888635005,-119.55375984413998
22,-3,-106.70779678996276,4.484070556246887,3,-109.19819882103333,-109.29605953004105,-105.36473506541975
22,-2,-115.30805978892829,11.540224955121872,4,-111.43485171186006,-116.91784814889598,-109.82506335189238
22,-1,-112.32498388493504,4.387901936589762,7,-112.03147599885838,-115.7522246527655,-109.19354974370505
22,0,-122.47291533766126,5.693258633148641,10,-121.77961145076128,-126.2107315524476,-119.45784862983913
23,-3,-104.76423295720792,7.849963883807144,3,-109.19819882103333,-109.29605953004105,-102.44938931628752
23,-2,-109.61136173309846,3.0298193741567423,3,-110.85411472942272,-111.33816078139431,-108.50593918296475
23,-1,-112.43671793295285,4.709491571593721,6,-112.85390253230456,-116.23369458759913,-108.61373677632477
23,0,-120.18781948502306,5.803819199361122,10,-120.84179968639022,-125.09148380287601,-115.7304762110149
24,-3,-104.76423295720792,7.849963883807144,3,-109.19819882103333,-109.29605953004105,-102.44938931628752
24,-2,-111.04906023285204,3.7931224865693935,4,-111.33816078139431,-112.70719405805261,-109.68002695619373
24,-1,-112.43671793295285,4.709491571593721,6,-112.85390253230456,-116.23369458759913,-108.61373677632477
24,0,-119.59806834555386,5.441960264434925,10,-120.34962200237723,-122.15260611864596,-115.7304762110149
25,-3,-104.76423295720792,7.849963883807144,3,-109.19819882103333,-109.29605953004105,-102.44938931628752
25,-2,-110.96365569528736,3.8028084209506843,4,-111.16735170626494,-112.70719405805261,-109.42381334349969
25,-1,-112.43671793295285,4.709491571593721,6,-112.85390253230456,-116.23369458759913,-108.61373677632477
25,0,-118.41505714540611,6.632658856968832,10,-120.34962200237723,-122.15260611864596,-115.09318009603652
26,-3,-102.54725002529523,9.68265387338614,2,-102.54725002529523,-105.970585132172,-99.12391491841846
26,-2,-110.67747198259451,4.604413222682798,3,-110.51249657916398,-112.93732615563837,-108.33513010783538
26,-1,-110.34490502365767,5.67950739537213,7,-107.45671486781364,-115.38123941364967,-105.94302711688255
26,0,-117.83174336089519,6.077603231519741,10,-120.18652909332238,-120.93771090069106,-115.08371260417626
27,-3,-102.54725002529523,9.68265387338614,2,-102.54725002529523,-105.970585132172,-99.12391491841846
27,-2,-108.81719960170078,2.3319729289193902,3,-109.78133858943158,-110.14691758429778,-107.96955111296919
27,-1,-110.34490502365767,5.67950739537213,7,-107.45671486781364,-115.38123941364967,-105.94302711688255
27,0,-117.83174336089519,6.077603231519741,10,-120.18652909332238,-120.93771090069106,-115.08371260417626
28,-3,-102.52588478862782,9.712868880844528,2,-102.52588478862782,-105.95990251383829,-99.09186706341734
28,-2,-108.78914700988646,2.315020257472947,3,-109.69718081398861,-110.1048386965763,-107.9274722252477
28,-1,-109.18709261477899,5.315700263986495,6,-106.91130459393767,-112.07001808742119,-105.62877865760244
28,0,-116.70784276466654,6.7126839068975865,10,-118.4590711620675,-120.93771090069106,-112.33920912620692
29,-3,-102.52588478862782,9.712868880844528,2,-102.52588478862782,-105.95990251383829,-99.09186706341734
29,-2,-108.78914700988646,2.315020257472947,3,-109.69718081398861,-110.1048386965763,-107.9274722252477
29,-1,-109.96160509807035,5.551739792162166,5,-107.25108515243255,-113.67632906575074,-106.57152403544279
29,0,-116.01803445582789,7.596488273968067,10,-118.4590711620675,-120.93771090069106,-108.83892083657761
30,-3,-98.84556332473585,4.508108352715719,2,-98.84556332473585,-100.43942031800036,-97.25170633147135
30,-2,-108.22696750939333,1.8441693969751796,3,-108.82595807768463,-109.26156944583661,-107.4918608570957
30,-1,-108.87358050015605,3.9336200940825052,5,-107.25108515243255,-112.3402153777315,-106.57152403544279
30,0,-115.75287149390604,7.691577011322485,10,-117.48534892047685,-120.93771090069106,-108.41058610658132
31,-3,-98.84556332473585,4.508108352715719,2,-98.84556332473585,-100.43942031800036,-97.25170633147135
31,-2,-108.22696750939333,1.8441693969751796,3,-108.82595807768463,-109.26156944583661,-107.4918608570957
31,-1,-108.87358050015605,3.9336200940825052,5,-107.25108515243255,-112.3402153777315,-106.57152403544279
31,0,-115.16254987418208,8.010413380546794,10,-117.48534892047685,-120.93771090069106,-106.93478205727139
32,-3,-98.84556332473585,4.508108352715719,2,-98.84556332473585,-100.43942031800036,-97.25170633147135
32,-2,-105.70153978867238,4.242192136815329,3,-106.15776363650679,-107.9274722252477,-103.70371927601425
32,-1,-108.87358050015605,3.9336200940825052,5,-107.25108515243255,-112.3402153777315,-106.57152403544279
32,0,-114.62917021988721,7.536899464663421,10,-116.30639637383902,-120.488453235988,-106.93478205727139
33,-3,-98.84556332473585,4.508108352715719,2,-98.84556332473585,-100.43942031800036,-97.25170633147135
33,-2,-105.70153978867238,4.242192136815329,3,-106.15776363650679,-107.9274722252477,-103.70371927601425
33,-1,-108.23265443388186,4.1527613062351625,5,-106.57152403544279,-111.57466248057572,-104.8120077182174
33,0,-114.27886083522404,8.027398494704215,10,-116.29928726601528,-120.488453235988,-106.83497793523989
34,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
34,-2,-105.70153978867238,4.242192136815329,3,-106.15776363650679,-107.9274722252477,-103.70371927601425
34,-1,-108.22118573053237,4.16463204598675,5,-106.57152403544279,-111.57466248057572,-104.75466420147005
34,0,-113.3177221387712,7.479894986164381,10,-113.97158703581088,-119.57030645205501,-106.78190595563458
35,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
35,-2,-103.70371927601425,3.470542817273742,2,-103.70371927601425,-104.93074145626052,-102.476697095768
35,-1,-108.22118573053237,4.16463204598675,5,-106.57152403544279,-111.57466248057572,-104.75466420147005
35,0,-112.9801900822076,7.5991471663241335,10,-112.3567242035665,-119.57030645205501,-106.78190595563458
36,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
36,-2,-103.56772297122833,3.278214998612854,2,-103.56772297122833,-104.72674699908163,-102.40869894337504
36,-1,-108.0338703453724,4.387336427502712,5,-106.57152403544279,-111.57466248057572,-104.75466420147005
36,0,-112.90244963727268,7.717643418289337,10,-112.3567242035665,-119.57030645205501,-106.78190595563458
37,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
37,-2,-96.5680511039453,13.177245885485933,2,-96.5680511039453,-101.22691106544012,-91.90919114245048
37,-1,-106.62325566527781,3.521278565067052,4,-105.66309411845643,-107.82230864672603,-104.46404113700821
37,0,-111.98508888939082,7.292115031033453,10,-110.40957552761293,-117.64183894310528,-106.5814408903759
38,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
38,-2,-100.51682965176377,11.55848003080042,3,-105.88577102693493,-107.15007888716782,-96.5680511039453
38,-1,-106.62325566527781,3.521278565067052,4,-105.66309411845643,-107.82230864672603,-104.46404113700821
38,0,-111.55279517492163,7.232721817776169,10,-110.40957552761293,-116.76659605826322,-106.02662954231863
39,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
39,-2,-96.5680511039453,13.177245885485933,2,-96.5680511039453,-101.22691106544012,-91.90919114245048
39,-1,-106.53010131058687,3.5280255675912042,4,-105.47678540907455,-107.54284558265323,-104.46404113700821
39,0,-111.34668933968798,7.3498255746037255,10,-110.19474557412813,-116.76659605826322,-105.6597529976691
40,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
40,-2,-94.14194488660371,16.608278201808087,2,-94.14194488660371,-100.01385795676933,-88.2700318164381
40,-1,-106.53010131058687,3.5280255675912042,4,-105.47678540907455,-107.54284558265323,-104.46404113700821
40,0,-111.28293360005475,7.412158766263503,10,-110.19474557412813,-116.76659605826322,-105.1815849504199
41,-3,-101.0956689546196,5.294916999074386,3,-102.03327731126485,-103.94621390848883,-98.71392817907298
41,-2,-94.14194488660371,16.608278201808087,2,-94.14194488660371,-100.01385795676933,-88.2700318164381
41,-1,-106.53010131058687,3.5280255675912042,4,-105.47678540907455,-107.54284558265323,-104.46404113700821
41,0,-111.08872144323598,7.475170403422872,10,-110.19474557412813,-116.21027007187132,-105.06697103422943
42,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
42,-2,-93.92105719284494,16.29589582953311,2,-93.92105719284494,-99.68252641613117,-88.15958796955871
42,-1,-106.53010131058687,3.5280255675912042,4,-105.47678540907455,-107.54284558265323,-104.46404113700821
42,0,-111.08872144323598,7.475170403422872,10,-110.19474557412813,-116.21027007187132,-105.06697103422943
43,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
43,-2,-82.3981187462725,0.0,1,-82.3981187462725,-82.3981187462725,-82.3981187462725
43,-1,-106.64049954188948,4.312461013333038,3,-104.75466420147005,-108.16466334102289,-104.17341807254635
43,0,-110.44913926530535,7.506098040932133,10,-109.31405909045806,-116.21027007187132,-104.66738953734932
44,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
44,-2,-82.3981187462725,0.0,1,-82.3981187462725,-82.3981187462725,-82.3981187462725
44,-1,-105.20226964911143,4.546672874267477,4,-104.17341807254635,-106.45966377124647,-102.91602395041133
44,0,-110.28785114734663,7.563649991085551,10,-109.11036552774671,-116.11193861873659,-104.05826335613001
45,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
45,-2,-82.23262061619528,0.0,1,-82.23262061619528,-82.23262061619528,-82.23262061619528
45,-1,-106.64049954188948,4.312461013333038,3,-104.75466420147005,-108.16466334102289,-104.17341807254635
45,0,-109.56095329847521,7.517626315898227,10,-108.61784126612446,-116.11193861873659,-104.05826335613001
46,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
46,-2,-82.23262061619528,0.0,1,-82.23262061619528,-82.23262061619528,-82.23262061619528
46,-1,-105.57881204517106,4.11180431081431,4,-104.17341807254635,-106.45966377124647,-103.29256634647096
46,0,-109.44735550866649,7.594291429636965,10,-108.50032705556839,-116.11193861873659,-103.38255124839867
47,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
47,-2,-93.14237568031524,15.428723573846993,2,-93.14237568031524,-98.59725321237521,-87.68749814825526
47,-1,-108.5040164174136,7.447436076580817,5,-104.75466420147005,-111.57466248057572,-103.59217194362267
47,0,-108.74275910784156,7.6584198101206375,10,-106.54051202755701,-115.38328602864532,-102.08766114758748
48,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
48,-2,-93.06589613531932,15.320565164069668,2,-93.06589613531932,-98.48253389488136,-87.6492583757573
48,-1,-108.34988580107161,7.556726503852635,5,-104.22512111302322,-111.57466248057572,-103.35106195035954
48,0,-108.74275910784156,7.6584198101206375,10,-106.54051202755701,-115.38328602864532,-102.08766114758748
49,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
49,-2,-93.34260033542277,10.76840708892557,3,-94.31178507467288,-98.9527196809478,-88.2170733595228
49,-1,-108.3386677679986,7.564418288413278,5,-104.16903094765816,-111.57466248057572,-103.35106195035954
49,0,-108.58502896533432,7.798324270948874,10,-106.54051202755701,-115.30665743108645,-101.74822390687706
50,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
50,-2,-93.34260033542277,10.76840708892557,3,-94.31178507467288,-98.9527196809478,-88.2170733595228
50,-1,-108.30936872426739,7.507033229603641,5,-104.16903094765816,-111.57466248057572,-103.35106195035954
50,0,-108.58502896533432,7.798324270948874,10,-106.54051202755701,-115.30665743108645,-101.74822390687706
51,-3,-98.71392817907298,4.694268560997107,2,-98.71392817907298,-100.37360274516892,-97.05425361297705
51,-2,-93.21084110443202,10.960514190177973,3,-94.31178507467288,-98.94555997300452,-88.02659422097996
51,-1,-106.11333047901039,7.773490012592232,5,-103.35106195035954,-104.16903094765816,-102.39374955501582
51,0,-108.50566427353385,7.771771899925792,10,-106.54051202755701,-115.30665743108645,-101.6282311704069
52,-3,-98.44387472657947,5.076181816079117,2,-98.44387472657947,-100.23857601892216,-96.64917343423677
52,-2,-93.21084110443202,10.960514190177973,3,-94.31178507467288,-98.94555997300452,-88.02659422097996
52,-1,-105.84962864731665,7.192107323720468,5,-103.35106195035954,-104.16903094765816,-102.39374955501582
52,0,-108.37403147051586,7.853174559878637,10,-106.33519043871813,-115.30665743108645,-101.29507246644971
53,-3,-98.44387472657947,5.076181816079117,2,-98.44387472657947,-100.23857601892216,-96.64917343423677
53,-2,-92.85665464816697,10.475725518165795,3,-94.28157937345193,-98.41428028860693,-88.01149137036948
53,-1,-105.84962864731665,7.192107323720468,5,-103.35106195035954,-104.16903094765816,-102.39374955501582
53,0,-108.0835908312735,7.959001782041966,10,-106.33519043871813,-114.8874036963521,-101.29507246644971
54,-3,-98.44387472657947,5.076181816079117,2,-98.44387472657947,-100.23857601892216,-96.64917343423677
54,-2,-92.85665464816697,10.475725518165795,3,-94.28157937345193,-98.41428028860693,-88.01149137036948
54,-1,-104.1245154351877,7.047929719451265,7,-103.35106195035954,-104.32754993193427,-101.60399058104532
54,0,-108.00950085461996,7.86445358613183,10,-106.33519043871813,-114.62989332174855,-101.29507246644971
55,-3,-94.58241930341461,10.537104446017995,2,-94.58241930341461,-98.30784830733973,-90.8569902994895
55,-2,-95.41833256665063,9.970422514625652,4,-98.41428028860693,-102.68607748334685,-91.14653537191072
55,-1,-104.01277856652214,7.08603933082699,7,-103.35106195035954,-104.32754993193427,-101.21291154071591
55,0,-107.90521812923907,7.878788924752084,10,-105.81377681181374,-114.62989332174855,-101.29507246644971
56,-3,-94.58241930341461,10.537104446017995,2,-94.58241930341461,-98.30784830733973,-90.8569902994895
56,-2,-95.2674182861083,9.997894697114454,4,-98.11245172752223,-102.68607748334685,-90.69379253028366
56,-1,-103.63544527453837,6.477299444567808,7,-103.35106195035954,-104.32754993193427,-100.86650032668994
56,0,-107.8828486669444,7.904661866250492,10,-105.81377681181374,-114.62989332174855,-101.29507246644971
57,-3,-94.58241930341461,10.537104446017995,2,-94.58241930341461,-98.30784830733973,-90.8569902994895
57,-2,-95.2674182861083,9.997894697114454,4,-98.11245172752223,-102.68607748334685,-90.69379253028366
57,-1,-103.41265732818658,6.585071606094221,7,-103.35106195035954,-104.21227469279007,-100.20201775360289
57,0,-107.8828486669444,7.904661866250492,10,-105.81377681181374,-114.62989332174855,-101.29507246644971
58,-3,-94.51506495116925,10.441851007587752,2,-94.51506495116925,-98.2068167789717,-90.8233131233668
58,-2,-95.2674182861083,9.997894697114454,4,-98.11245172752223,-102.68607748334685,-90.69379253028366
58,-1,-103.41265732818658,6.585071606094221,7,-103.35106195035954,-104.21227469279007,-100.20201775360289
58,0,-107.59609012832293,8.01968660608659,10,-104.79315808282357,-114.62989332174855,-101.1984616502186
59,-3,-94.51506495116925,10.441851007587752,2,-94.51506495116925,-98.2068167789717,-90.8233131233668
59,-2,-95.2674182861083,9.997894697114454,4,-98.11245172752223,-102.68607748334685,-90.69379253028366
59,-1,-103.41265732818658,6.585071606094221,7,-103.35106195035954,-104.21227469279007,-100.20201775360289
59,0,-106.7933657947827,7.330818302575158,10,-104.79315808282357,-110.9287501269001,-101.1984616502186
60,-3,-94.51506495116925,10.441851007587752,2,-94.51506495116925,-98.2068167789717,-90.8233131233668
60,-2,-95.1768515101324,9.911236567031244,4,-97.93131817557045,-102.41437715541919,-90.69379253028366
60,-1,-102.37527760802848,6.669357868774678,7,-103.35106195035954,-104.21227469279007,-98.02568793500726
60,0,-106.7933657947827,7.330818302575158,10,-104.79315808282357,-110.9287501269001,-101.1984616502186
61,-3,-94.51506495116925,10.441851007587752,2,-94.51506495116925,-98.2068167789717,-90.8233131233668
61,-2,-95.1768515101324,9.911236567031244,4,-97.93131817557045,-102.41437715541919,-90.69379253028366
61,-1,-100.66741005699863,4.826903226984682,6,-102.08264677871719,-103.79162583961721,-96.63141609897346
61,0,-106.67216564375153,7.356640580162796,10,-104.43165197420386,-110.84726991238671,-101.07616032395458
62,-3,-94.51506495116925,10.441851007587752,2,-94.51506495116925,-98.2068167789717,-90.8233131233668
62,-2,-95.1768515101324,9.911236567031244,4,-97.93131817557045,-102.41437715541919,-90.69379253028366
62,-1,-100.66741005699863,4.826903226984682,6,-102.08264677871719,-103.79162583961721,-96.63141609897346
62,0,-106.6500437488206,7.365428028907924,10,-104.43165197420386,-110.84726991238671,-101.02085558662722
63,-3,-94.42062396909728,10.308291289897719,2,-94.42062396909728,-98.06515530586373,-90.77609263233082
63,-2,-94.88928994695112,10.433891547171081,4,-97.93131817557045,-102.41437715541919,-90.40623096710237
63,-1,-100.24464670627556,4.921625546284295,6,-100.81435672654797,-103.79162583961721,-95.99727107288885
63,0,-106.6500437488206,7.365428028907924,10,-104.43165197420386,-110.84726991238671,-101.02085558662722
64,-3,-94.24377818744415,10.558388992760039,2,-94.24377818744415,-97.97673241503716,-90.51082395985114
64,-2,-94.88928994695112,10.433891547171081,4,-97.93131817557045,-102.41437715541919,-90.40623096710237
64,-1,-100.24464670627556,4.921625546284295,6,-100.81435672654797,-103.79162583961721,-95.99727107288885
64,0,-106.63751398620381,7.38011153576592,10,-104.43165197420386,-110.84726991238671,-101.02085558662722
65,-3,-94.24377818744415,10.558388992760039,2,-94.24377818744415,-97.97673241503716,-90.51082395985114
65,-2,-94.60346115324896,10.493626729012822,4,-97.35966058816612,-102.41437715541919,-89.54874458599588
65,-1,-99.81634624442347,4.6527158861722775,6,-99.84777508372557,-102.86777112894833,-95.9603553480457
65,0,-106.2694669705888,7.3134609430535376,10,-104.00805558041735,-109.17573743614523,-100.79827804195415
66,-3,-94.24377818744415,10.558388992760039,2,-94.24377818744415,-97.97673241503716,-90.51082395985114
66,-2,-94.31174011328508,10.586380161610093,4,-96.77659635978657,-102.41437715541919,-88.67395931765245
66,-1,-99.66578255764607,4.866400871811137,6,-99.84777508372557,-102.86777112894833,-95.9603553480457
66,0,-106.0928049471502,7.409293527156448,10,-104.00805558041735,-109.17573743614523,-100.35662298335767
67,-3,-93.85096884479843,11.113905292556476,2,-93.85096884479843,-97.78032774371431,-89.92160994588255
67,-2,-91.32054058354834,10.706250646602447,3,-91.36847861971475,-96.68561016958974,-85.97944001559014
67,-1,-99.33846073047157,5.155433450573951,6,-99.84777508372557,-102.62607528765095,-94.74531167097105
67,0,-105.97508960378018,7.376963972136516,10,-104.00805558041735,-108.89657308565245,-100.35662298335767
68,-3,-93.85096884479843,11.113905292556476,2,-93.85096884479843,-97.78032774371431,-89.92160994588255
68,-2,-91.32054058354834,10.706250646602447,3,-91.36847861971475,-96.68561016958974,-85.97944001559014
68,-1,-98.63978600756862,4.758594136292876,6,-99.84777508372557,-102.62607528765095,-94.72910296705784
